RespondentID,Celebrate,Main_dish,Main_dish_other,Main_dish_cooked,Main_dish_cooked_other,Stuffing,Stuffing_other,Cranberry_sauce,Cranberry_sauce_other,Gravy,Side_dishes_brussels,Side_dishes_carrots,Side_dishes_cauliflower,Side_dishes_corn,Side_dishes_cornbread,Side_dishes_fruit_salad,Side_dishes_green_beans,Side_dishes_mac_cheese,Side_dishes_mashed_potatoes,Side_dishes_rolls,Side_dishes_squash,Side_dishes_vegetable_salad,Side_dishes_yams,Side_dishes_other_plz_specify,Side_dishes_other,Pie_apple,Pie_buttermilk,Pie_cherry,Pie_chocolate,Pie_coconut_cream,Pie_key_lime,Pie_peach,Pie_pecan,Pie_pumpkin,Pie_sweet_potato,Pie_none,Pie_other_plz_specify,Pie_other,Desserts_apple_cobbler,Desserts_blondies,Desserts_brownies,Desserts_carrot_cake,Desserts_cheesecake,Desserts_cookies,Desserts_fudge,Desserts_ice_cream,Desserts_peach_cobberl,Desserts_none,Desserts_other_plz_specify,Desserts_other,Pray,Travel,Programs,Kids_table,Hometown_friends,Friendsgiving,Black_friday,Retail,Work_on_black_friday,Live,Age,Gender,Money,USRegion
4337043565,1,Turkey,,Fried,,Bread-based,,Canned,,Yes,,,,,Cornbread,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,,,Other (please specify),"baked sweet potatoes, broccoli & cheese sauce",,Buttermilk,,,,,,Pecan,Pumpkin,,,,,,,,,,,,Ice cream,,,,,No,Thanksgiving is out of town but not too far--it's a drive of a few hours or less,,12,Yes,No,No,No,,Suburban,60,Male,"$75,000 to $99,999",West South Central
4337040587,1,Turkey,,Roasted,,Bread-based,,Homemade,,Yes,,,,Corn,Cornbread,Fruit salad,,,Mashed potatoes,Rolls/biscuits,,,,,,Apple,,,,,,,,Pumpkin,,,,,Apple cobbler,,Brownies,,,Cookies,,,,,,,No,Thanksgiving is happening at my home--I won't travel at all,,16,Yes,No,No,No,,Rural,18 - 29,Male,Prefer not to answer,Pacific
4337040405,1,Turkey,,Baked,,Bread-based,,Canned,,Yes,,Carrots,,Corn,,,Green beans/green bean casserole,Macaroni and cheese,Mashed potatoes,Rolls/biscuits,Squash,,Yams/sweet potato casserole,,,,,,,,,,,Pumpkin,Sweet Potato,,,,,,,,,,,,Peach cobbler,,,,Yes,Thanksgiving is local--it will take place in the town I live in,,12,No,No,No,No,,Rural,18 - 29,Female,"$10,000 to $24,999",East South Central
4337032039,1,Ham/Pork,,Baked,,Bread-based,,Homemade,,Yes,,Carrots,,Corn,Cornbread,,Green beans/green bean casserole,Macaroni and cheese,Mashed potatoes,Rolls/biscuits,,,,,,Apple,,,,,,,,Pumpkin,Sweet Potato,,,,,,,,,,,,Peach cobbler,,,,Yes,Thanksgiving is local--it will take place in the town I live in,Macy's Parade,10 or younger,Yes,Yes,Yes,No,,Suburban,18 - 29,Male,"$25,000 to $49,999",South Atlantic
4337032009,1,Other (please specify),Turkey and Ham,Baked,,None,,Other (please specify),Homemade and canned,Yes,,,,Corn,,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,Other (please specify),Asparagus,,,,,,,Peach,,Pumpkin,,,,,,,,,,,,,,None,,,Yes,Thanksgiving is local--it will take place in the town I live in,,10 or younger,No,No,No,No,,Rural,60,Male,"$200,000 and up",East North Central
4337031019,1,Turkey,,Other (please specify),BBQ'd,Bread-based,,Canned,,Yes,,Carrots,,Corn,Cornbread,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,Squash,Vegetable salad,,,,,,,,,,,Pecan,Pumpkin,,,,,,,,,,Cookies,,Ice cream,,,,,Yes,Thanksgiving is local--it will take place in the town I live in,Macy's Parade,10 or younger,Yes,No,No,No,,Suburban,18 - 29,Female,"$10,000 to $24,999",Mountain
4337029500,1,Turkey,,Roasted,,Bread-based,,Canned,,Yes,,,,Corn,,Fruit salad,,,Mashed potatoes,Rolls/biscuits,,Vegetable salad,Yams/sweet potato casserole,,,,,,Chocolate,,,,,Pumpkin,,,,,,,,,,Cookies,,,,,Other (please specify),Pumpkin Roll ,No,Thanksgiving is local--it will take place in the town I live in,,12,Yes,No,No,No,,Suburban,45 - 59,Male,"$50,000 to $74,999",East North Central
4337028767,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30 - 44,Female,"$200,000 and up",South Atlantic
4337027180,1,Turkey,,Roasted,,None,,Canned,,No,,,,,,Fruit salad,,,Mashed potatoes,,Squash,,Yams/sweet potato casserole,,,,,Cherry,,,,,,Pumpkin,,,,,,,,,,,,,,None,,,No,Thanksgiving is happening at my home--I won't travel at all,,12,No,No,No,No,,Suburban,60,Female,"$10,000 to $24,999",East South Central
4337025357,1,Turkey,,Roasted,,Bread-based,,Homemade,,Yes,Brussel sprouts,,,Corn,,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,,,Apple,,Cherry,,,,,,Pumpkin,,,Other (please specify),rhubarb,,,,,,,,,,None,,,No,Thanksgiving is happening at my home--I won't travel at all,Macy's Parade,10 or younger,No,No,No,No,,Urban,60,Female,"$25,000 to $49,999",West North Central
4337024057,1,Turkey,,Roasted,,Bread-based,,Homemade,,Yes,Brussel sprouts,Carrots,,,,Fruit salad,Green beans/green bean casserole,Macaroni and cheese,Mashed potatoes,Rolls/biscuits,,Vegetable salad,Yams/sweet potato casserole,Other (please specify),Turnip greens,,,,Chocolate,,Key lime,,Pecan,Pumpkin,Sweet Potato,,,,,,,,,,,,,None,,,Yes,Thanksgiving is local--it will take place in the town I live in,,12,No,No,No,No,,Suburban,60,Male,"$0 to $9,999",East South Central
4337023697,1,Turkey,,Roasted,,Bread-based,,Homemade,,Yes,,,,Corn,Cornbread,,Green beans/green bean casserole,,Mashed potatoes,,,Vegetable salad,Yams/sweet potato casserole,,,Apple,,,,,,,Pecan,Pumpkin,Sweet Potato,,,,,,,,,,,Ice cream,,,,,No,Thanksgiving is happening at my home--I won't travel at all,Macy's Parade,10 or younger,No,No,No,No,,Suburban,60,Male,"$125,000 to $149,999",Middle Atlantic
4337022132,1,Turkey,,Roasted,,Bread-based,,Canned,,Yes,,Carrots,,Corn,,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,,,,,,,,,,Pecan,Pumpkin,,,,,,,,,,,,Ice cream,,,,,No,Thanksgiving is happening at my home--I won't travel at all,Macy's Parade,10 or younger,Yes,Yes,No,No,,Suburban,60,Female,"$150,000 to $174,999",West South Central
4337021828,1,Turkey,,Baked,,Bread-based,,Canned,,Yes,,,,,,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,,,,,,,,,,Pecan,Pumpkin,,,Other (please specify),minced meat,,,,,,,,,,None,,,Yes,Thanksgiving is happening at my home--I won't travel at all,Macy's Parade,21 or older,No,No,No,No,,Rural,60,Male,Prefer not to answer,Pacific
4337021725,1,Turkey,,Baked,,Bread-based,,Homemade,,Yes,,,,Corn,,,,,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,,,,,,,,,,Pecan,Pumpkin,,,,,,,,,,,,,,,Other (please specify),pumpkin and pecan pies,No,Thanksgiving is happening at my home--I won't travel at all,Macy's Parade,21 or older,No,No,No,No,,Rural,60,Male,"$25,000 to $49,999",East North Central
4337019638,1,Turkey,,Roasted,,Bread-based,,Canned,,Yes,Brussel sprouts,Carrots,Cauliflower,Corn,Cornbread,Fruit salad,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,,,Apple,,,,,,,Pecan,Pumpkin,,,,,Apple cobbler,Blondies,Brownies,Carrot cake,Cheesecake,Cookies,,Ice cream,,,,,Yes,Thanksgiving is out of town but not too far--it's a drive of a few hours or less,Macy's Parade,21 or older,No,No,No,No,,Suburban,18 - 29,Female,Prefer not to answer,New England
4337019287,1,Turkey,,Other (please specify),smoked,Bread-based,,Homemade,,Yes,,,,Corn,,,Green beans/green bean casserole,,Mashed potatoes,,,,Yams/sweet potato casserole,,,,,,,,,,,,,None,,,,,,,,,,,,None,,,No,Thanksgiving is happening at my home--I won't travel at all,,10 or younger,No,No,No,No,,Suburban,60,Male,"$175,000 to $199,999",Middle Atlantic
4337019220,1,Turkey,,Baked,,Bread-based,,Homemade,,Yes,Brussel sprouts,,,,,,,,Mashed potatoes,Rolls/biscuits,Squash,,,,,Apple,,,,,,,,,,,,,,,,,,,,Ice cream,,,,,No,Thanksgiving is happening at my home--I won't travel at all,,21 or older,Yes,Yes,Yes,Yes,No,Urban,18 - 29,Male,"$75,000 to $99,999",Middle Atlantic
4337019080,1,Turkey,,Fried,,Bread-based,,Homemade,,Yes,,,,Corn,,,,,Mashed potatoes,Rolls/biscuits,,Vegetable salad,,,,Apple,,,,,,,Pecan,Pumpkin,,,,,,,,,,,,,,None,,,No,Thanksgiving is happening at my home--I won't travel at all,,10 or younger,Yes,Yes,No,No,,Suburban,30 - 44,Male,"$75,000 to $99,999",East South Central
4337013286,1,Turkey,,Roasted,,Bread-based,,Homemade,,Yes,,,,Corn,,Fruit salad,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,Vegetable salad,Yams/sweet potato casserole,,,,,,,,,,,Pumpkin,,,Other (please specify),Shoo Fly Pie ,,,,,,,,,,None,,,Yes,Thanksgiving is happening at my home--I won't travel at all,Macy's Parade,21 or older,No,Yes,No,No,,Suburban,18 - 29,Female,"$0 to $9,999",Middle Atlantic
4337008702,1,Turkey,,Roasted,,Bread-based,,Other (please specify),Canned and homemade,Yes,,,,,,,,,Mashed potatoes,Rolls/biscuits,,,,Other (please specify),Broccoli,Apple,,,,,,,,Pumpkin,,,,,,,,,,Cookies,,,,,,,No,Thanksgiving is local--it will take place in the town I live in,,21 or older,Yes,No,No,No,,Suburban,18 - 29,Female,"$200,000 and up",New England
4337008598,1,Turkey,,Baked,,Bread-based,,Canned,,No,,,Cauliflower,Corn,,,Green beans/green bean casserole,,Mashed potatoes,,,,Yams/sweet potato casserole,Other (please specify),Antipasta,,,Cherry,,,,,,Pumpkin,,,,,,,,,,,,,Peach cobbler,,,,No,Thanksgiving is out of town but not too far--it's a drive of a few hours or less,Macy's Parade,21 or older,Yes,Yes,Yes,No,,Suburban,18 - 29,Male,"$25,000 to $49,999",Middle Atlantic
4337008258,1,Turkey,,Roasted,,Bread-based,,Canned,,Yes,,,,,,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,Vegetable salad,Yams/sweet potato casserole,,,,,,,,,,,Pumpkin,,,,,,,,,,,,,,None,,,No,Thanksgiving is happening at my home--I won't travel at all,Macy's Parade,10 or younger,No,No,No,No,,Suburban,45 - 59,Male,"$125,000 to $149,999",Mountain
4337006937,1,Turkey,,Baked,,Bread-based,,Homemade,,Yes,,,,Corn,,Fruit salad,Green beans/green bean casserole,Macaroni and cheese,,,,Vegetable salad,Yams/sweet potato casserole,,,Apple,,,Chocolate,,,,,Pumpkin,,,,,,,,,,,,,,None,,,No,Thanksgiving is local--it will take place in the town I live in,Macy's Parade,10 or younger,No,No,No,No,,Rural,60,Male,"$50,000 to $74,999",West South Central
4337004476,1,Turkey,,Baked,,Bread-based,,Canned,,Yes,,,,,Cornbread,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,Squash,,,,,,,,,,,,,Pumpkin,,,,,,,,,,,,Ice cream,,,,,Yes,Thanksgiving is happening at my home--I won't travel at all,Macy's Parade,14,No,Yes,No,No,,Suburban,30 - 44,Female,"$50,000 to $74,999",East North Central
4337002367,1,Turkey,,Roasted,,Bread-based,,Canned,,Yes,,Carrots,,Corn,,,Green beans/green bean casserole,,Mashed potatoes,,,,,Other (please specify),Rice,Apple,,,Chocolate,,,,,Pumpkin,,,,,,,,,,Cookies,,Ice cream,,,Other (please specify),Pies,No,Thanksgiving is happening at my home--I won't travel at all,Macy's Parade,10 or younger,No,No,No,No,,Urban,30 - 44,Female,"$0 to $9,999",New England
4337002262,1,Turkey,,Baked,,Bread-based,,Canned,,Yes,,,,Corn,Cornbread,Fruit salad,Green beans/green bean casserole,Macaroni and cheese,Mashed potatoes,Rolls/biscuits,Squash,,Yams/sweet potato casserole,,,Apple,,,,,,Peach,Pecan,,Sweet Potato,,,,Apple cobbler,,,,,,,,Peach cobbler,,,,Yes,Thanksgiving is out of town but not too far--it's a drive of a few hours or less,Macy's Parade,10 or younger,No,No,No,No,,Suburban,60,Female,"$50,000 to $74,999",East South Central
4336999913,1,Turkey,,Baked,,Bread-based,,Canned,,Yes,,,,,Cornbread,,Green beans/green bean casserole,Macaroni and cheese,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,,,,,,,,,,Pecan,,,,,,,,Brownies,,,Cookies,,,,,,,Yes,Thanksgiving is out of town but not too far--it's a drive of a few hours or less,Macy's Parade,13,No,No,No,No,,Urban,18 - 29,Female,"$75,000 to $99,999",South Atlantic
4336998647,1,Turkey,,Roasted,,Bread-based,,Canned,,Yes,,Carrots,,Corn,,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,,,,,,,,,,Pecan,Pumpkin,Sweet Potato,,,,,,,,,Cookies,,,,,,,Yes,Thanksgiving is out of town and far away--I have to drive several hours or fly,Macy's Parade,16,No,No,Yes,No,,Suburban,45 - 59,Male,"$100,000 to $124,999",East South Central
4336998552,1,Turkey,,Baked,,Bread-based,,None,,Yes,,,,,Cornbread,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,,,,,,,,,,,,,Pumpkin,,,,,Apple cobbler,,,,,Cookies,,,,,,,Yes,Thanksgiving is local--it will take place in the town I live in,Macy's Parade,12,Yes,No,Yes,No,,Urban,18 - 29,Male,"$125,000 to $149,999",West North Central
4336997445,1,Tofurkey,,Baked,,Bread-based,,None,,No,,,,,,,Green beans/green bean casserole,,,,Squash,,Yams/sweet potato casserole,,,,,,,,,,Pecan,,,,,,,,,,,,,,,,Other (please specify),Pecan pie,Yes,Thanksgiving is local--it will take place in the town I live in,Macy's Parade,10 or younger,No,No,No,No,,Urban,30 - 44,Male,"$100,000 to $124,999",Middle Atlantic
4336997200,1,Turkey,,Roasted,,Bread-based,,Canned,,Yes,,,,Corn,Cornbread,,Green beans/green bean casserole,Macaroni and cheese,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,Other (please specify),collard greens,Apple,,,,,,,,,Sweet Potato,,,,,,Brownies,,Cheesecake,,,Ice cream,,,,,Yes,Thanksgiving is local--it will take place in the town I live in,,10 or younger,No,Yes,No,No,,Rural,30 - 44,Female,"$25,000 to $49,999",South Atlantic
4336996479,1,Turkey,,Roasted,,Bread-based,,Canned,,Yes,,Carrots,,,,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,,,,,Apple,,,,,,,,Pumpkin,,,,,,,,,,Cookies,,,,,,,Yes,Thanksgiving is local--it will take place in the town I live in,Macy's Parade,10 or younger,Yes,No,No,No,,Urban,30 - 44,Female,"$200,000 and up",Middle Atlantic
4336995888,1,Turkey,,Roasted,,Bread-based,,Canned,,Yes,,,,Corn,Cornbread,,Green beans/green bean casserole,Macaroni and cheese,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,,,,,,,,,,Pecan,Pumpkin,Sweet Potato,,,,,,,,,,,,Peach cobbler,,,,No,Thanksgiving is happening at my home--I won't travel at all,,10 or younger,No,No,No,No,,Suburban,60,Male,"$150,000 to $174,999",South Atlantic
4336995004,1,Turkey,,Baked,,Bread-based,,Canned,,Yes,,Carrots,,Corn,,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,,,,,Apple,,,,,,,,Pumpkin,,,,,,,,,,,,,,None,,,Yes,Thanksgiving is local--it will take place in the town I live in,Macy's Parade,10 or younger,No,No,No,No,,Rural,30 - 44,Male,"$50,000 to $74,999",West North Central
4336994435,1,Turkey,,Roasted,,Bread-based,,Canned,,Yes,,,,,Cornbread,,,Macaroni and cheese,Mashed potatoes,Rolls/biscuits,,,,,,Apple,,,,,,,,,Sweet Potato,,,,Apple cobbler,,,,,,,Ice cream,,,,,Yes,Thanksgiving is local--it will take place in the town I live in,,16,No,No,Yes,No,,Suburban,18 - 29,Female,"$25,000 to $49,999",New England
4336994408,1,Turkey,,Roasted,,Bread-based,,Homemade,,Yes,,,,,,Fruit salad,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,Vegetable salad,Yams/sweet potato casserole,,,,,,,,,,,Pumpkin,,,,,,,,,,,,,,None,,,Yes,,,,,,,,,,,,,
4336993856,1,Turkey,,Baked,,Bread-based,,Canned,,Yes,,Carrots,,Corn,,Fruit salad,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,Vegetable salad,Yams/sweet potato casserole,,,Apple,,,,,,,Pecan,Pumpkin,,,,,,,Brownies,,,,,Ice cream,,,,,Yes,Thanksgiving is local--it will take place in the town I live in,Macy's Parade,13,Yes,Yes,No,No,,Suburban,45 - 59,Male,"$150,000 to $174,999",South Atlantic
4336993552,1,Turkey,,Fried,,Bread-based,,Canned,,Yes,Brussel sprouts,,,,,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,,,,,,,Coconut cream,,,,Pumpkin,Sweet Potato,,,,,,,,Cheesecake,,,Ice cream,Peach cobbler,,,,Yes,Thanksgiving is local--it will take place in the town I live in,,12,Yes,No,No,No,,Suburban,60,Female,"$25,000 to $49,999",South Atlantic
4336993307,1,Turkey,,Baked,,Bread-based,,Canned,,Yes,,,,,,,,,Mashed potatoes,Rolls/biscuits,,,,,,Apple,,,,,,,,Pumpkin,,,,,,,,,,,,Ice cream,,,,,Yes,Thanksgiving is local--it will take place in the town I live in,,21 or older,No,No,No,No,,Rural,18 - 29,Female,"$50,000 to $74,999",West North Central
4336993268,1,Turkey,,Baked,,Bread-based,,Homemade,,No,Brussel sprouts,Carrots,Cauliflower,Corn,Cornbread,Fruit salad,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,Vegetable salad,,,,Apple,,Cherry,,,,Peach,,,,,,,,,Brownies,,,,,Ice cream,,,,,Yes,Thanksgiving is happening at my home--I won't travel at all,Macy's Parade,10 or younger,Yes,Yes,Yes,Yes,Yes,Rural,60,Male,"$10,000 to $24,999",South Atlantic
4336989544,1,Turkey,,Roasted,,Other (please specify),cornbread,Homemade,,Yes,Brussel sprouts,,,,,Fruit salad,,Macaroni and cheese,Mashed potatoes,,,,Yams/sweet potato casserole,,,,,,,,,,Pecan,,Sweet Potato,,,,,,,,Cheesecake,,,,Peach cobbler,,,,Yes,Thanksgiving is out of town but not too far--it's a drive of a few hours or less,Macy's Parade,10 or younger,No,No,No,No,,Urban,60,Male,"$25,000 to $49,999",Middle Atlantic
4336988874,1,Turkey,,Other (please specify),roulade,Bread-based,,Homemade,,Yes,Brussel sprouts,,,,,,,,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,,,Apple,,,,,,,,Pumpkin,Sweet Potato,,Other (please specify),Squash,,,,,,,,,,None,,,No,Thanksgiving is happening at my home--I won't travel at all,Macy's Parade,12,No,No,No,No,,Suburban,18 - 29,Female,Prefer not to answer,East North Central
4336986755,1,Turkey,,Other (please specify),smoked,Bread-based,,Canned,,Yes,,,,Corn,,Fruit salad,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,,,,,,,,,,,,Pecan,Pumpkin,,,,,,,,,,,,,,None,,,Yes,Thanksgiving is happening at my home--I won't travel at all,,10 or younger,No,No,Yes,No,,Rural,30 - 44,Female,"$75,000 to $99,999",West South Central
4336986628,1,Turkey,,Baked,,Bread-based,,Canned,,Yes,,,,Corn,,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,,,Apple,,Cherry,,,,,,Pumpkin,,,,,,,,,,,,Ice cream,,,,,Yes,Thanksgiving is happening at my home--I won't travel at all,,10 or younger,No,No,No,No,,Urban,45 - 59,Male,"$200,000 and up",Mountain
4336985910,1,Turkey,,Baked,,Bread-based,,Homemade,,Yes,,Carrots,,,,,,,Mashed potatoes,,,,,,,Apple,,,,,,,,Pumpkin,,,,,,,,,,,,Ice cream,,,,,No,Thanksgiving is happening at my home--I won't travel at all,Macy's Parade,21 or older,No,No,Yes,No,,Suburban,30 - 44,Female,Prefer not to answer,South Atlantic
4336985361,1,Turkey,,Baked,,Bread-based,,Homemade,,Yes,,,,,,Fruit salad,Green beans/green bean casserole,Macaroni and cheese,Mashed potatoes,,,Vegetable salad,Yams/sweet potato casserole,,,,Buttermilk,,Chocolate,,,,,,,,,,,,,,,,,,,None,,,Yes,Thanksgiving is out of town and far away--I have to drive several hours or fly,,10 or younger,No,No,Yes,No,,Suburban,18 - 29,Female,"$25,000 to $49,999",South Atlantic
4336984164,1,Turkey,,Roasted,,Other (please specify),Fruit based,Homemade,,Yes,,Carrots,,,Cornbread,,,,Mashed potatoes,,Squash,,Yams/sweet potato casserole,Other (please specify),"I love brussel sprouts, but my mother doesn't- so no brussels at thanksgiving.",Apple,,,,,,,Pecan,Pumpkin,,,,,,,,,,,,Ice cream,,,,,No,Thanksgiving is out of town and far away--I have to drive several hours or fly,,21 or older,No,Yes,No,No,,Rural,30 - 44,Male,Prefer not to answer,New England
4336983931,1,Turkey,,Baked,,Bread-based,,Canned,,Yes,,,,Corn,Cornbread,,Green beans/green bean casserole,,,,,,Yams/sweet potato casserole,,,Apple,,,,,,,,,,,,,,,,,Cheesecake,Cookies,,Ice cream,,,,,No,Thanksgiving is local--it will take place in the town I live in,,10 or younger,Yes,No,No,No,,Suburban,30 - 44,Female,Prefer not to answer,Middle Atlantic
4336983885,1,Turkey,,Baked,,Bread-based,,Canned,,Yes,,Carrots,,Corn,Cornbread,Fruit salad,Green beans/green bean casserole,Macaroni and cheese,Mashed potatoes,Rolls/biscuits,,Vegetable salad,Yams/sweet potato casserole,,,Apple,,,,Coconut cream,,,,Pumpkin,,,,,,,,,Cheesecake,,,,,,Other (please specify),Flan,Yes,Thanksgiving is local--it will take place in the town I live in,Macy's Parade,10 or younger,Yes,No,Yes,No,,Urban,45 - 59,Male,"$25,000 to $49,999",Middle Atlantic
4336983528,1,Turkey,,Roasted,,Bread-based,,Homemade,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4336983016,1,Turkey,,Baked,,Bread-based,,Canned,,Yes,,Carrots,Cauliflower,,Cornbread,Fruit salad,Green beans/green bean casserole,Macaroni and cheese,Mashed potatoes,Rolls/biscuits,Squash,Vegetable salad,Yams/sweet potato casserole,,,Apple,Buttermilk,,Chocolate,,Key lime,,Pecan,Pumpkin,Sweet Potato,,,,Apple cobbler,Blondies,Brownies,Carrot cake,Cheesecake,Cookies,Fudge,Ice cream,Peach cobbler,,,,Yes,Thanksgiving is out of town but not too far--it's a drive of a few hours or less,Macy's Parade,14,Yes,No,No,No,,Suburban,30 - 44,Female,"$25,000 to $49,999",South Atlantic
4336982929,1,Turkey,,Baked,,Bread-based,,Canned,,Yes,Brussel sprouts,,Cauliflower,,,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,Squash,,Yams/sweet potato casserole,,,,,,,,,,,Pumpkin,Sweet Potato,,,,,,,,,,,Ice cream,,,,,Yes,Thanksgiving is local--it will take place in the town I live in,Macy's Parade,10 or younger,No,No,Yes,No,,Rural,60,Female,"$200,000 and up",East South Central
4336982760,1,Turkey,,Baked,,Bread-based,,Homemade,,Yes,Brussel sprouts,,,,,,,,Mashed potatoes,,,,Yams/sweet potato casserole,Other (please specify),broccoli ,,,,,,,,Pecan,Pumpkin,,,,,,,,,,,,,,None,,,No,Thanksgiving is happening at my home--I won't travel at all,Macy's Parade,21 or older,No,Yes,No,No,,Rural,30 - 44,Female,"$75,000 to $99,999",Mountain
4336979521,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18 - 29,Female,Prefer not to answer,West North Central
4336978225,1,Turkey,,Baked,,Bread-based,,Homemade,,Yes,,,,Corn,Cornbread,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,Vegetable salad,Yams/sweet potato casserole,,,,,,,,,,,Pumpkin,,,,,,,,,,,,Ice cream,,,,,Yes,Thanksgiving is out of town and far away--I have to drive several hours or fly,Macy's Parade,10 or younger,No,No,No,No,,Suburban,60,Female,"$50,000 to $74,999",Mountain
4336977349,1,Turkey,,Roasted,,Bread-based,,Other (please specify),Both Canned and Homemade,Yes,,,,,,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,,,,,,,,,,Pecan,Pumpkin,,,,,,,,,,,,,,None,,,Yes,Thanksgiving is local--it will take place in the town I live in,,21 or older,Yes,No,No,No,,Suburban,30 - 44,Female,"$25,000 to $49,999",Middle Atlantic
4336977032,1,Turkey,,Roasted,,Rice-based,,Homemade,,Yes,Brussel sprouts,,Cauliflower,,,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,Vegetable salad,Yams/sweet potato casserole,,,,,,,,,,,,,None,,,,,,,,,,,,None,,,Yes,Thanksgiving is local--it will take place in the town I live in,Macy's Parade,10 or younger,Yes,Yes,Yes,No,,Suburban,18 - 29,Female,"$75,000 to $99,999",East North Central
4336975251,1,Turkey,,Roasted,,Bread-based,,Homemade,,Yes,,,,Corn,Cornbread,,,,Mashed potatoes,Rolls/biscuits,,Vegetable salad,Yams/sweet potato casserole,,,Apple,,,,,Key lime,,,Pumpkin,Sweet Potato,,,,Apple cobbler,,Brownies,Carrot cake,Cheesecake,,,,,,,,Yes,Thanksgiving is local--it will take place in the town I live in,,12,Yes,No,No,No,,Suburban,60,Male,"$100,000 to $124,999",South Atlantic
4336975010,1,Turkey,,Roasted,,Bread-based,,Canned,,Yes,,,,Corn,,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,,,,,Apple,,,Chocolate,,,,Pecan,,,,,,,,,,,,,,,,Other (please specify),pies,Yes,Thanksgiving is happening at my home--I won't travel at all,Macy's Parade,10 or younger,No,No,No,No,,Suburban,60,Male,"$200,000 and up",South Atlantic
4336973830,1,Turkey,,Baked,,Bread-based,,Canned,,Yes,,,,,,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,,,,,,,Coconut cream,,,,Pumpkin,,,,,,,,,,,,,,None,,,Yes,Thanksgiving is happening at my home--I won't travel at all,Macy's Parade,10 or younger,Yes,Yes,No,No,,Suburban,45 - 59,Male,"$100,000 to $124,999",Pacific
4336973231,1,Turkey,,Roasted,,Bread-based,,Homemade,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4336972729,1,Ham/Pork,,Baked,,Bread-based,,Canned,,Yes,Brussel sprouts,,Cauliflower,,,,,,,,,Vegetable salad,,Other (please specify),baked potatoes,Apple,,,,,,,,Pumpkin,,,,,,,,,,,,,,,Other (please specify),"pies selected in previous question (apple, pumpkin)",No,Thanksgiving is out of town but not too far--it's a drive of a few hours or less,Macy's Parade,10 or younger,No,No,No,No,,Suburban,30 - 44,Female,"$200,000 and up",Middle Atlantic
4336972039,1,Turkey,,Roasted,,Bread-based,,Canned,,Yes,,,,Corn,,,,,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,,,,,,,,,,,Pumpkin,,,,,,,,,,,,,,None,,,Yes,Thanksgiving is happening at my home--I won't travel at all,Macy's Parade,10 or younger,No,No,No,Yes,Yes,Suburban,45 - 59,Male,"$200,000 and up",Middle Atlantic
